addr,bank,kind,canonical_addr,canonical_bank,covering_addr,covering_bank,evidence_count,source_flags_hex,source_flags
A938,0,standalone,A938,0,A938,0,1,0x04,table_run
8508,0,standalone,8508,0,8508,0,1,0x04,table_run
A9B0,0,standalone,A9B0,0,A9B0,0,1,0x04,table_run
8D92,0,standalone,8D92,0,8D92,0,1,0x04,table_run
994C,0,standalone,994C,0,994C,0,1,0x04,table_run
85AA,0,standalone,85AA,0,85AA,0,1,0x04,table_run
A9CF,0,standalone,A9CF,0,A9CF,0,1,0x04,table_run
85D7,0,standalone,85D7,0,85D7,0,1,0x04,table_run
85B0,0,standalone,85B0,0,85B0,0,1,0x04,table_run
85CE,0,standalone,85CE,0,85CE,0,1,0x04,table_run
85E0,0,standalone,85E0,0,85E0,0,1,0x04,table_run
852C,0,standalone,852C,0,852C,0,1,0x04,table_run
8527,0,standalone,8527,0,8527,0,1,0x04,table_run
8531,0,standalone,8531,0,8531,0,1,0x04,table_run
B6D0,0,standalone,B6D0,0,B6D0,0,1,0x04,table_run
B6B6,0,standalone,B6B6,0,B6B6,0,1,0x04,table_run
B613,0,standalone,B613,0,B613,0,1,0x04,table_run
A940,0,standalone,A940,0,A940,0,1,0x04,table_run
851F,0,standalone,851F,0,851F,0,1,0x04,table_run
A975,0,standalone,A975,0,A975,0,1,0x04,table_run
A9CE,0,standalone,A9CE,0,A9CE,0,1,0x04,table_run
A560,0,standalone,A560,0,A560,0,1,0x04,table_run
8D75,0,standalone,8D75,0,8D75,0,1,0x04,table_run
8D4A,0,standalone,8D4A,0,8D4A,0,1,0x04,table_run
8D77,0,standalone,8D77,0,8D77,0,1,0x04,table_run
8A4C,0,standalone,8A4C,0,8A4C,0,1,0x04,table_run
A9B9,0,standalone,A9B9,0,A9B9,0,1,0x04,table_run
A9D8,0,standalone,A9D8,0,A9D8,0,1,0x04,table_run
8512,0,standalone,8512,0,8512,0,1,0x04,table_run
8514,0,standalone,8514,0,8514,0,1,0x04,table_run
AE8D,0,standalone,AE8D,0,AE8D,0,1,0x04,table_run
8DC0,0,standalone,8DC0,0,8DC0,0,1,0x04,table_run
A998,0,standalone,A998,0,A998,0,1,0x04,table_run
A912,0,standalone,A912,0,A912,0,1,0x04,table_run
A981,0,standalone,A981,0,A981,0,1,0x04,table_run
A284,1,standalone,A284,1,A284,1,1,0x04,table_run
A28E,1,standalone,A28E,1,A28E,1,1,0x04,table_run
A299,1,standalone,A299,1,A299,1,1,0x04,table_run
A2A5,1,standalone,A2A5,1,A2A5,1,1,0x04,table_run
A340,1,standalone,A340,1,A340,1,1,0x04,table_run
A2D3,1,standalone,A2D3,1,A2D3,1,1,0x04,table_run
A2D6,1,standalone,A2D6,1,A2D6,1,1,0x04,table_run
A310,1,standalone,A310,1,A310,1,1,0x04,table_run
A316,1,standalone,A316,1,A316,1,1,0x04,table_run
8FFF,0,standalone,8FFF,0,8FFF,0,4,0x04,table_run
8472,0,standalone,8472,0,8472,0,1,0x04,table_run
B01B,0,standalone,B01B,0,B01B,0,1,0x04,table_run
B4D0,0,standalone,B4D0,0,B4D0,0,3,0x04,table_run
B048,0,standalone,B048,0,B048,0,3,0x04,table_run
AF93,0,standalone,AF93,0,AF93,0,5,0x04,table_run
B20C,0,standalone,B20C,0,B20C,0,3,0x04,table_run
8980,0,standalone,8980,0,8980,0,2,0x04,table_run
88FB,0,standalone,88FB,0,88FB,0,1,0x04,table_run
899E,0,standalone,899E,0,899E,0,1,0x04,table_run
AEE1,0,standalone,AEE1,0,AEE1,0,2,0x04,table_run
AF34,0,standalone,AF34,0,AF34,0,2,0x04,table_run
AED2,0,standalone,AED2,0,AED2,0,2,0x04,table_run
B6AF,0,standalone,B6AF,0,B6AF,0,2,0x04,table_run
BA5D,0,standalone,BA5D,0,BA5D,0,2,0x04,table_run
B61C,0,standalone,B61C,0,B61C,0,1,0x04,table_run
AFC6,0,standalone,AFC6,0,AFC6,0,1,0x04,table_run
B4DC,0,standalone,B4DC,0,B4DC,0,1,0x04,table_run
A87D,0,standalone,A87D,0,A87D,0,1,0x04,table_run
A42E,0,standalone,A42E,0,A42E,0,1,0x04,table_run
B9FA,0,standalone,B9FA,0,B9FA,0,1,0x04,table_run
B5D1,0,standalone,B5D1,0,B5D1,0,3,0x04,table_run
8FD4,0,standalone,8FD4,0,8FD4,0,1,0x04,table_run
8415,0,standalone,8415,0,8415,0,1,0x04,table_run
B058,0,standalone,B058,0,B058,0,1,0x04,table_run
B197,0,standalone,B197,0,B197,0,2,0x04,table_run
B1DA,0,standalone,B1DA,0,B1DA,0,1,0x04,table_run
B070,0,standalone,B070,0,B070,0,1,0x04,table_run
B064,0,standalone,B064,0,B064,0,1,0x04,table_run
B1AE,0,standalone,B1AE,0,B1AE,0,1,0x04,table_run
B0FD,0,standalone,B0FD,0,B0FD,0,1,0x04,table_run
B52B,0,standalone,B52B,0,B52B,0,1,0x04,table_run
B099,0,standalone,B099,0,B099,0,1,0x04,table_run
B0C2,0,standalone,B0C2,0,B0C2,0,2,0x04,table_run
B13C,0,standalone,B13C,0,B13C,0,1,0x04,table_run
B15A,0,standalone,B15A,0,B15A,0,2,0x04,table_run
